"METHOTREXATE"	"BLEBBISTATIN"	"CAMPTOTHECIN"	"DOXORUBICIN HYDROCHLORIDE"	"CYCLOHEXIMIDE"	"ACLACINOMYCIN A"	"ETOPOSIDE"	"GELDANAMYCIN"	"MITOMYCIN C"	"RAPAMYCIN"	"TRICHOSTATIN A"	"VINCRISTINE"	"MONASTROL"	"H-7, DIHYDROCHLORIDE"
"4620"	0.00719745573104281	0.146861529273115	0.0102176051191702	0.213313027094827	0.0314066215566633	0.00366904610830815	0.0491975007943183	0.0179765685822134	0.00983541224528961	0.267101988472819	0.0174917334394908	0.00324244479656883	0.000239548481758234	0.00066879653876705
"9564"	0.0078429398659766	0.125243080689568	0.0123685354530329	0.0712581987646617	0.0421741085214719	0.00230771108319593	0.0380398097962765	0.0230107623644991	0.0133692024492918	0.0731665926260789	0.0157572157728591	0.0025914127507147	0.000679818331045427	0.000463610164405217
"4627"	0.00734166183331485	0.108712077875551	0.0109402188645758	0.194436427403956	0.041207514371522	0.00413484121979763	0.0496555370290709	0.0131821677821098	0.00742722352918466	0.252825608120418	0.0163961304805741	0.00285468021317681	0.000168449259259435	0.000709867954747656
"57477"	0	0.337103621155164	0	0.0531481256543798	0	0	0	0.00604121212661164	0	0.0679588756894182	0	0	0	0
"4628"	0.00806254868997789	0.121239099398668	0.0115633095300014	0.215029173030755	0.0310048194918733	0.00387539457462807	0.0513131720361208	0.0130262862764764	0.00838834305161071	0.272277719982931	0.0160220117574105	0.00376926887479076	0.000154063307505463	0.000700261201502704
"57619"	0	0.337103621155164	0	0.0531481256543798	0	0	0	0.00604121212661164	0	0.0679588756894182	0	0	0	0
"5881"	0.0212910321780475	0.13627896958733	0.0311654293105184	0.149196877639388	0.114026447174724	0.00698233260023657	0.0859158650764467	0.031339514953431	0.0263340316611335	0.284598734839633	0.0318990942646371	0.00612941444217658	0.000957386747001984	0.00396532533632514
"2621"	0.0213695209450282	0.105584492439692	0.0235868737337865	0.0825537281204977	0.0424670124471608	0.00303709169001791	0.054010869730032	0.0198784437533803	0.0196564659500347	0.0593879506298183	0.0203968027716292	0.0121103874960905	0.000123518448462734	0.00016936861626122
"3932"	0.0253735079534655	0.189596339355238	0.0280962019862763	0.168505588910102	0.0613544055120626	0.0049038026475884	0.0745440012985047	0.0533866921874141	0.0269248986363633	0.133458353395723	0.0256836671815695	0.00423134482871333	0.000664448229342258	0.00102688970274368
"5747"	0.0318947227679632	0.0935976278061923	0.0510560073818931	0.206141988926469	0.121968085528183	0.0117368012846722	0.134360477741734	0.100378754314583	0.0423290271003439	0.169281848260714	0.0521558089536574	0.00932666078796539	0.00117853800280983	0.00226038783580786
"5879"	0.0251646963340817	0.138833852856445	0.0342887275709092	0.162175700591121	0.124191642340638	0.00777408783346446	0.0919509192426952	0.0344361042403577	0.0288256666665311	0.304510475458163	0.032508797040775	0.00718146780739377	0.00108653739165087	0.00380899062691169
"4638"	0.0169186285769752	0.147325316037122	0.018058674667063	0.0922616186293091	0.0544739322136865	0.0019937055767445	0.0568585604904906	0.028445771142285	0.0238573351667813	0.10820583079748	0.021331106217341	0.00191607572666937	0.000328085162834034	0.00416114722300867
"183"	0.0398117519451813	0.0749904205111468	0.0398678891783585	0.199753256439855	0.191471845221395	0.00853141392852902	0.125946051156354	0.0455020464165469	0.0294747681877607	0.19774324853145	0.0639731463577171	0.0146292349822308	0.000306612382540453	0.00254543078071524
"357"	0	0.337103621155164	0	0.0531481256543798	0	0	0	0.00604121212661164	0	0.0679588756894182	0	0	0	0
"3688"	0.00516852782376164	0.126816064146221	0.00549215816818965	0.0599644979393373	0.0276492765756067	0.00106898943465475	0.0277873436441317	0.0140506251244619	0.00852706616799381	0.0609379424583199	0.0124186124146202	0.00137277885674738	0.000685594239048476	0.000584866405422637
"7150"	0.0244459082370704	0.00249244083972191	0.345786287350077	0.174010383437881	0.0688583989842175	0.298159978416767	0.434383896478857	0.0297217219183506	0.372921869656014	0.0753860540307314	0.0460895292026385	0.00659155759376996	0.000934912589524623	0.00283294632559906
"3357"	0.0129449338253347	0.00232295495957742	0.101260256126172	0.0967974518493879	0.0641204601056863	0.087237440236252	0.0646500960161133	0.0250671100072497	0.0204569494350579	0.0620442510131836	0.0179397177385138	0.0200021639896717	6.61410144880411e-05	0.00014732329492268
"5997"	0.00999737218043347	0.00381046131554528	0.0421174357631359	0.0617179373411729	0.105006438894048	0.00477520694034365	0.0352594730698914	0.0119577978483233	0.0129036568821371	0.061169218531983	0.0206120208748902	0.00471193400907423	0.000287771241638062	0.000225408584056907
"84152"	0.0214563017430059	0.00355279642095019	0.0725517260070573	0.183990575903399	0.0540940871560167	0.00738834556628505	0.0778325621107731	0.0175990099998275	0.0228328596524384	0.0695343818746337	0.0252308008866983	0.00519739653808431	0.000412146693300886	0.000840064459410378
"5934"	0.0127555730506081	0.0044087148728155	0.0727907651056538	0.198757039857449	0.0361623064917209	0.00814881106877421	0.0729451551211453	0.0140570224270885	0.025596400221104	0.0516468237325818	0.0178223629058036	0.00406644707175132	0.000287497351526059	0.00063846861300388
"7057"	0.0293723158549513	0.00784781398750115	0.0796171467460555	0.212912124329195	0.0943481512703096	0.00978361763947057	0.109092129073889	0.0292891948526572	0.029615110322101	0.105339368361051	0.0404364235928589	0.0131580364147549	5.41132218218716e-05	0.00149563643346636
"3553"	0.0624916691819503	0.0096190036905785	0.146463359735262	0.311206879249654	0.339354814598064	0.0244050945116325	0.20611639177692	0.0738816086807138	0.065585818804224	0.236798756585332	0.0875860453884924	0.0334122813993061	0.00123375453455002	0.00236035950726583
"1017"	0.0424983494813254	0.00901809808398727	0.402089945111038	0.601481472976849	0.13465775376612	0.0132420321934095	0.48569957248748	0.0535297905738201	0.0430965488770901	0.678339549084232	0.0725263585936715	0.0141415438645803	0.000413994087935187	0.00254661414619964
"5888"	0.0256030194747704	0.00202229876681972	0.163534083567962	0.131321848323939	0.064692931076741	0.0128162262408441	0.119079502804769	0.0248466941680443	0.20883007445815	0.0719154949177123	0.0652226798893516	0.00688151381633228	0.000453408503381893	0.00083348683380731
"1111"	0.027268552222562	0.00838779881938726	0.387176410271426	0.581366263523859	0.0798733088534392	0.0119833609568946	0.133252799501536	0.0386272030812147	0.0622019141087165	0.106501433993932	0.0480082116869903	0.00785313778844383	6.68398871407894e-05	0.00107490096204157
"57630"	0.0117073667807666	0	0.190162011850485	0.0637927887975371	0.0198183443908642	0.0110858006101257	0.0525536143371834	0.00783501109156141	0.0569869488337021	0.0180299524274287	0.0127868325809938	0.00293566563142759	0	0
"308"	0.0133418008425673	0.00166465921712787	0.225628973575525	0.0886603792585423	0.0722217631818593	0.0100878229116162	0.0695596460886411	0.0205784337469449	0.0331111981390319	0.0645553974560703	0.0234399892902728	0.00337883092813451	0.000113732641531049	0.000385304669268203
"581"	0.0536696976478171	0.00925921510165208	0.193762907842941	0.424491887184441	0.169501770379191	0.0294883442348602	0.33351979638578	0.0738069240103749	0.0710980637099521	0.333998129932982	0.12031133094338	0.0162382341956362	0.00252703262174755	0.00180043328860443
"983"	0.0323205098248927	0.0100196670327207	0.195103764497083	0.388662420771235	0.109824525478973	0.0116965825345965	0.177246847862654	0.0534676128637955	0.0576805125785964	0.323875466043821	0.0757444922248765	0.00969205986021036	8.32149610685269e-05	0.00167765030947697
"3308"	0.0305252981556085	0.00620896942409158	0.133728072561384	0.239460826146156	0.161572592490158	0.012334821528497	0.224564550251161	0.134236264229208	0.0586198332361944	0.160991332944967	0.0592476514348619	0.0109195003797366	0.000145024635332628	0.000720424484156113
"5599"	0.0571646886954077	0.0172269028349645	0.200678877749755	0.475231601708445	0.29914030669758	0.0305466956315067	0.339563093720951	0.095710585891923	0.185046861089697	0.346252024975578	0.105328628371696	0.0204480286803463	0.000716475075920694	0.00353625558948921
"842"	0.0841983163834493	0.00773852759377343	0.255202653508422	0.57006337639246	0.271919010797553	0.0860380521382412	0.467973106007532	0.129377832718585	0.27266280961537	0.278649135449221	0.285490506639249	0.0320534347330834	0.00405033426367632	0.00134140217394349
"2072"	0.00906145415902539	0	0.181642153084089	0.0873798265760204	0.0168961172889705	0.00567303880497434	0.081892941243473	0.0130874476964192	0.0263758341234555	0.0215706306946745	0.00866844111710086	0.00216010886730483	0	0.00802339562020336
"6670"	0.00973541755380843	0	0.16202494983318	0.0771349109410272	0.0277488987797368	0.00874380190875668	0.0547337001170042	0.00648153735872921	0.0473297201785865	0.027934539106214	0.0162463731405851	0.00203865370010284	0	0
"835"	0.0390084577010063	0.0117000238145285	0.142728184853382	0.368440652129293	0.10420284691508	0.0355558033505821	0.290781252310066	0.0495149311554865	0.0819396614420313	0.130597880781146	0.0748287972527227	0.0195677556639413	0.00039006200147158	0.0014953066514288
"836"	0.108719263648457	0.0153722498745089	0.357419066219666	0.787173456413902	0.507200309120917	0.192108067959523	0.640556853710571	0.258539236878678	0.353036565556643	0.511376852784884	0.370663210280879	0.0424588025600489	0.00306616077468859	0.00290850997085195
"596"	0.0489913423214852	0.00635567215387902	0.181695990915458	0.412847586821304	0.153928131654212	0.0262457219447867	0.256732406089366	0.0703208418167357	0.08020597421756	0.196519863571065	0.228352859983254	0.038188383470405	0.00241962787847187	0.00201551353245737
"5601"	0.0436751279178594	0.00955004668510686	0.168069574086008	0.3484809605989	0.139331643632749	0.012825548629702	0.186641956264866	0.0610465371437768	0.0976054957405386	0.142663126130963	0.0633079208245661	0.0115337000537692	0.000356018690536773	0.00153483740203139
"7156"	0.0179159161709857	0	0.155714728599464	0.134298132728943	0.0467474683994717	0.0432838768535235	0.260558154629669	0.0317202354410429	0.223087993632084	0.0474886548405781	0.0562887518596221	0.00753619532177837	0	0
"467"	0.0240160474473246	0.00519465177437233	0.136485297672457	0.317565039210808	0.114302165564522	0.0196482036375554	0.151963245414624	0.0433121864522569	0.0473067877198349	0.115892161484695	0.0530235356694131	0.00769527139591283	0.000390194163318394	0.000757846220712263
"212"	0.0258616104083232	0.00150849871307845	0.134969288814219	0.0801885119630361	0.185520359718095	0.00659217031846381	0.0475096887152995	0.0159817381468289	0.0231802660240389	0.0553977089292281	0.0171972993778519	0.00481097328360756	2.09055207253749e-05	2.12079245299001e-05
"3091"	0.0607943203433304	0.0107976903320274	0.155378175054497	0.402084366536719	0.262511191500936	0.0220484863408115	0.313915321828112	0.151187073069258	0.0686842708783227	0.306770995520098	0.110084061902085	0.0151349131422595	0.00043179824303179	0.00244193211760059
"5889"	0.0168334877349195	0	0.179855287604965	0.0861294054290805	0.0326919649016388	0.0127049454138676	0.107828870655601	0.0142403440707253	0.319928656268851	0.0211061483198883	0.0203068814807461	0.00547064767461028	0	0
"7518"	0.0212228563163171	0.00061185876051283	0.142529176836681	0.112363253916969	0.0429722034359368	0.0113045958088077	0.186472971332626	0.0167001156192367	0.231305845369936	0.0293316759858377	0.0351383053428059	0.0047656856212462	5.53993032637635e-05	0.000981068793163678
"7516"	0.0247301231188546	0.00153950186488052	0.187229554785908	0.13293664634383	0.0667749662722635	0.013689507047956	0.119409258710495	0.0220972028771222	0.242950227671416	0.0753532891177939	0.0753719590491976	0.0067416763632845	0.000290042974236594	0.000827176430564103
"1869"	0.0161119794171383	0.00215101939307442	0.089903842873818	0.105813467165191	0.0489923341141033	0.00799529708995199	0.0885620598226406	0.0187018209091334	0.0359346383973152	0.0506015550153598	0.0306815031890844	0.00407957225124802	0.000232962942264878	0.000253235656592952
"331"	0.0142923520631356	0.00502499282847557	0.299364539575601	0.499476627775086	0.0529948984791502	0.259167116295922	0.176500219631917	0.0251704506405188	0.0369119813344344	0.0744156177465496	0.0456952597694803	0.00768878363968916	3.354017317582e-05	0.000328025774446379
"841"	0.0756418839634584	0.0116858781015759	0.233436008086585	0.563087432026031	0.313163467812217	0.112141871740034	0.443712145011373	0.110068999224507	0.239952114591984	0.353665940052054	0.166912475707473	0.0246167725190673	0.000267988130875324	0.00248162994362045
"7422"	0.0534730908677017	0.00992694969923483	0.154000381480943	0.426280094045922	0.302427413629813	0.0195135507284027	0.303190702894608	0.0835761348294236	0.0722918734662305	0.353258704053382	0.193623675983979	0.0182117300236976	0.00181691877567139	0.00336287887110052
"1806"	0.02067730035394	0.00055876697539744	0.242271689819615	0.0814701347190688	0.0267126049510029	0.00426645807496031	0.0565324897284	0.0136244424732902	0.0220064741477219	0.0570519051012748	0.0275970230467801	0.00486629913138064	5.25763168707096e-05	0.00030701608690036
"3725"	0.0561747328629979	0.0133031217990121	0.160169394025828	0.421585044145809	0.228209072249978	0.0227623624426725	0.293301009015443	0.0882415907839782	0.0772086506065523	0.319886250013057	0.102578007369051	0.0192254257667802	0.000800954923742515	0.00223871207837155
"2950"	0.0555279580728148	0.00308738236386816	0.206318500115312	0.408364029919021	0.11237008323346	0.0172628423045999	0.31543915261571	0.0457777698201958	0.246991353102783	0.0975777541357227	0.0605620687198999	0.0210603414983283	0.000126464025916667	0.000972839290921753
"5970"	0.057659061039394	0.00901249581579881	0.181626945558774	0.448502525657684	0.237193010214169	0.0240322759605721	0.254760607396652	0.0795382500816619	0.0970639882896901	0.234816162446559	0.206963469765252	0.0175021847475857	0.000736716199253374	0.00206579191277573
"5965"	0.00676801130339776	0.00154166602230434	0.0721154921498105	0.0428903467086571	0.0174881051460911	0.00490217512160537	0.0308203492232802	0.00826839177873682	0.0226150125015391	0.0189940010705052	0.009904553228887	0.00150126976578124	0.000293587764020622	0.000224966830602976
"7153"	0.0585141692008533	0.00255084808759844	0.0969731628252694	0.467211550122208	0.098798242234786	0.226288627662778	0.426191128813798	0.048425596178681	0.0994579856509984	0.0889902048454265	0.066271132038411	0.0498854860663113	0.000192542019678564	0.000251468876754091
"1080"	0.03846977359295	0.0088648169053813	0.0356278597661792	0.294078280360207	0.239098233750989	0.00717696025462515	0.122715406871361	0.143438442357883	0.035837893407156	0.136065455278543	0.0536708791331762	0.0128520188612623	0.000885495241573089	0.00304311741569789
